Column2,Month,Year,PO#,Invoice Date,Invoice#, total Invoice Amt ,TRS,Project2, Amount ,Cost Centre,Order#,Column3,Column1,,,,,,,,,,,,
vendor 1019,Jan,2023,6101236760,2023-03-18,9680302," $18,415.00 ",RtQ090333,Cyber Risk Reduction ," $6,096.00 ",171225,411113962,TTB,359,,,,,,,,,,,,
vendor 1019,Jan,2023,6101236760,2023-03-18,9680302," $18,415.00 ",SDS9090363,Project-295 - eConsent," $12,319.00 ",171225,411113663,TZN,360,,,,,,,,,,,,
vendor 1019,Feb,2023,6101236760,2023-03-23,9694314," $17,494.25 ",RtQ090333,Cyber Risk Reduction ," $14,509.75 ",171225,411113962,TTB,361,,,,,,,,,,,,
vendor 1019,Feb,2023,6101236760,2023-03-23,9694314," $17,494.25 ",SDS9090363,Project-295 - eConsent," $2,984.50 ",171225,411113663,TZN,362,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090155,HSAL - Rumba Upgrade on Citrix Farm - Implementation - Project-240, $690.00 ,165127,311107236,FVN,363,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $5,400.00 ",140548,311107699,ZDT,364,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090160,"Integration of PRS, PSS and Mobile App into eLicensing", $-   ,165031,311107052,FVN,365,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090389,Project-298 LAB System Replacement - Implementation, $330.00 ,190006,311107513,ZDJ,366,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090232,Project-238 - Animal Welfare Case Management System - Scope-1, $330.00 ,215746,311107508,MR,367,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9089963,Student Records Management System - Project-228, $120.00 ,140548,311107202,ZDT,368,,,,,,,,,,,,
vendor 1002,Mar,2023,6101248867,2023-04-06,CINV1666254," $20,010.00 ",SDS9090470,Project-1028 Strat Planning Alignment - Business SW - Scope-1," $1,830.00 ",165031,311107723,FVN,369,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090155,HSAL - Rumba Upgrade on Citrix Farm - Implementation - Project-240," $1,830.00 ",165127,311107236,FVN,370,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $7,980.00 ",140548,311107699,ZDT,371,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090160,"Integration of PRS, PSS and Mobile App into eLicensing", $540.00 ,165031,311107052,FVN,372,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090389,Project-298 LAB System Replacement - Implementation, $449.40 ,190006,311107513,ZDJ,373,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090232,Project-238 - Animal Welfare Case Management System - Scope-1, $150.00 ,215746,311107508,MR,374,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9089963,Student Records Management System - Project-228, $360.00 ,140548,311107202,ZDT,375,,,,,,,,,,,,
vendor 1002,Mar,2023,6101216078,2023-04-06,CINV1666254," $20,010.00 ",SDS9090470,Project-1028 Strat Planning Alignment - Business SW - Scope-1, $-   ,165031,311107723,FVN,376,,,,,,,,,,,,
vendor 1030,Feb,2023,6101231078,2023-03-25,2884," $26,172.50 ",RtQ090333,Cyber Risk Reduction ," $26,172.50 ",171225,411113962,TTB,377,,,,,,,,,,,,
vendor 1041,Mar,2023,6101248435,2023-03-31,2905," $31,827.50 ",RtQ090333,Cyber Risk Reduction ," $5,655.00 ",171225,411113962,TTB,378,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231078,2023-03-31,2905," $31,827.50 ",RtQ090333,Cyber Risk Reduction ," $26,172.50 ",171225,411113962,TTB,379,,,,,,,,,,,,
vendor 1029,Feb,2023,6101215668,2023-02-28,S40553A," $18,596.25 ",RtQ090261,Network SRVs - SRV Management," $16,638.75 ",171318,941192357,TTB,380,,,,,,,,,,,,
vendor 1029,Feb,2023,6101242802,2023-02-28,S40553A," $18,596.25 ",RtQ090261,Network SRVs - SRV Management," $1,957.50 ",171318,941192357,TTB,381,,,,,,,,,,,,
vendor 1029,Mar,2023,6101242802,2023-03-31,S40796," $22,511.25 ",RtQ090261,Network SRVs - SRV Management," $22,511.25 ",171318,941192357,TTB,382,,,,,,,,,,,,
vendor 1036,Mar,2023,6101247859,2023-03-31,449," $3,081.25 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $3,081.25 ",171318,941192701,TTB,383,,,,,,,,,,,,
vendor 1036,Mar,2023,6101174431,2023-03-31,448," $7,686.25 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $7,686.25 ",171318,941192701,TTB,384,,,,,,,,,,,,
vendor 1028,Feb,2023,6101223628,2023-03-09,9202042732," $1,508.00 ",SDS9090317,Project-273 -  CFSA Security Upgrade - Scope-1," $1,508.00 ",171293,941192091,FLM,385,,,,,,,,,,,,
vendor 1030,Mar,2023,6101243146,2023-03-31,3636," $22,511.25 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $22,511.25 ",171318,941192357,TTB,386,,,,,,,,,,,,
vendor 1041,Mar,2023,6101246466,2023-03-31,2894," $13,050.00 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $8,700.00 ",171318,941192701,TTB,387,,,,,,,,,,,,
vendor 1041,Mar,2023,6101172574,2023-03-31,2894," $13,050.00 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $4,350.00 ",171318,941192701,TTB,388,,,,,,,,,,,,
vendor 1041,Mar,2023,6101215292,2023-03-31,2895," $17,545.00 ",SDS9090476,MTI - ERP SAN Refresh (Project-190), $220.00 ,,,,389,,,,,,,,,,,,
vendor 1041,Mar,2023,6101215292,2023-03-31,2895," $17,545.00 ",SDS9090477,MTI-072 - - Cisco 6509 Support & Replacement, $440.00 ,,,,390,,,,,,,,,,,,
vendor 1041,Mar,2023,6101215292,2023-03-31,2895," $17,545.00 ",SOM7081511,FOUR - I - Database SRVs," $3,437.50 ",171318,941192437,FVN,391,,,,,,,,,,,,
vendor 1041,Mar,2023,6101215292,2023-03-31,2895," $17,545.00 ",SDS9089920,LBIS Modernization - 0," $13,447.50 ",171225,411113089,LZG,392,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090278,Project-254 - MRAS Onboarding New Jurisdictions - Scope-1, $992.00 ,160781,311107503,FLM,393,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090457,Project-1024 - COVID Genomics Consult - Scope-1," $2,511.00 ",365600,311107697,FVN,394,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090135,INR - URPF (Urban Reserve Policy Framework)," $6,324.00 ",930075523,311107219,TT,395,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090269,Project-253 - ESD Transformation Consultation - Implementation," $1,736.00 ",3650600,311107500,FVN,396,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090153,Aquarius Web Portal Project (Project-006) - Scope-1," $3,472.00 ",135072,311107233,STH,397,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090430,Project-314 - ePledge - Scope-1," $3,689.00 ",215133,311107463,MR,398,,,,,,,,,,,,
vendor 1023,Mar,2023,6101222434,2023-03-31,IS-234204," $20,677.00 ",SDS9090017,"Student Level Data Initiative - Final invoice for gates 3, 4 & 5"," $1,953.00 ",190392/IO 940005067,311107206,ZDT,399,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231079,2023-03-31,2901," $31,682.50 ",RtQ090333,Cyber Risk Reduction ," $29,545.00 ",171225,411113962,TTB,400,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231079,2023-03-31,2901," $31,682.50 ",WTS7083508,Network Modernization Implementation  - Project-232, $570.00 ,,,,401,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231079,2023-03-31,2901," $31,682.50 ",SDS9089648,XY 2747 Website Searchable DB, $285.00 ,930084808,311107183,SKJ,402,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231079,2023-03-31,2901," $31,682.50 ",SDS9090105,Corporater - Balanced Scorecard," $1,282.50 ",195403; IO 100013486; PO 4501231722,311107217,SKJ,403,,,,,,,,,,,,
vendor 1042,Mar,2023,6101234358,2023-03-31,286630," $22,511.25 ",SDS9090251,Project-246-Surveyor Divices-Scope-1," $1,080.00 ",930083633,311107502,FLM,404,,,,,,,,,,,,
vendor 1042,Mar,2023,6101234358,2023-03-31,286630," $22,511.25 ",SDS9090157,TESA - Payment Gate--# 5 - part payment as per CR002," $9,990.00 ",135150; ICT Scoping Fund,941192122,STH,405,,,,,,,,,,,,
vendor 1042,Mar,2023,6101234358,2023-03-31,286630," $22,511.25 ",SDS9090192,MNP Incident Response," $8,302.50 ",215122,311104241,MR,406,,,,,,,,,,,,
vendor 1042,Mar,2023,6101234358,2023-03-31,286630," $22,511.25 ",SDS9090191,Student Level Data Initiative - Scope-1 001 - CR001," $3,138.75 ",215748,311107509,MR,407,,,,,,,,,,,,
vendor 1003,Mar,2023,6101235214,2023-03-31,3941," $20,843.75 ",SDS9090363,Project-295 - eConsent," $20,843.75 ",171225,411113663,TZN,408,,,,,,,,,,,,
vendor 1005,Mar,2023,6101256862,2023-03-31,22.03.49," $21,677.50 ",SDS9090407,Project-372-Crown Land Registry System Merger - Scope-1," $2,242.50 ",930092545,0,MR,409,,,,,,,,,,,,
vendor 1005,Mar,2023,6101256862,2023-03-31,22.03.49," $21,677.50 ",SDS9090355,Project-292-Traffic Management System - Implementation," $2,990.00 ",140010,311107403,ZDK,410,,,,,,,,,,,,
vendor 1005,Mar,2023,6101256862,2023-03-31,22.03.49," $21,677.50 ",SDS9090313,Project-267 - MOGWIS System Replacement - Scope-1," $4,485.00 ",171293,941192086,TZN,411,,,,,,,,,,,,
vendor 1005,Mar,2023,6101256862,2023-03-31,22.03.49," $21,677.50 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $5,980.00 ",171293,941192094,FVN,412,,,,,,,,,,,,
vendor 1005,Mar,2023,6101256862,2023-03-31,22.03.49," $21,677.50 ",SDS9090319,Project-274 -  inFACT Security Upgrade - Scope-1," $5,980.00 ",171293,941192093,FVN,413,,,,,,,,,,,,
vendor 1030,Mar,2023,6101237961,2023-03-31,3649," $17,784.00 ",SDS9090406,Project-349 -  CRM System - Scope-1," $1,596.00 ",171193,0,TZN,414,,,,,,,,,,,,
vendor 1030,Mar,2023,6101237961,2023-03-31,3649," $17,784.00 ",SDS9090267,Project-251-Survey Monkey Tool - Scope-1," $5,244.00 ",930086695,0,DRLL,415,,,,,,,,,,,,
vendor 1030,Mar,2023,6101237961,2023-03-31,3649," $17,784.00 ",SDS9090404,Project-371- Justice - IT Transformation Roadmap - LITE -Scope-1," $5,073.00 ",171236,0,TZN,416,,,,,,,,,,,,
vendor 1030,Mar,2023,6101237961,2023-03-31,3649," $17,784.00 ",SDS9090324,"Project-281 - New Inspection, Payment and Permitting portal (IT Roadmap) - Scope-1"," $5,871.00 ",171293,941192099,MR,417,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090356,Project-293 - Provincial Student Information System - Scope-1," $4,050.00 ",Invoice,0,FLM,418,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090322,Project-277 - LES Replacement and Online Portal - Scope-1," $4,087.50 ",171293,941192095,SKJ,419,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090239,PRISM - Request for SRV," $4,312.50 ",930085236,311107261,SKJ,420,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090323,Project-279 - Staff Scheduling - Scope-1," $4,087.50 ",171293,941192098,SKJ,421,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090248,LIM - I - Database SRVs," $3,900.00 ",195006,311107300,SKJ,422,,,,,,,,,,,,
vendor 1005,Mar,2023,6101227464,2023-03-31,22.03.48," $25,012.50 ",SDS9090324,"Project-281 - New Inspection, Payment and Permitting portal (IT Roadmap) - Scope-1"," $4,575.00 ",171293,941192099,MR,423,,,,,,,,,,,,
vendor 1042,Mar,2023,6101235253,2023-03-31,286634," $18,342.50 ",SDS9089258,TCF122 - Collections - Scope-1," $18,342.50 ",100012702,311107164,SKJ,424,,,,,,,,,,,,
vendor 1042,Jan,2023,6101235217,2023-01-31,283003," $15,950.00 ",SDS9090407,Project-372-Crown Land Registry System Merger - Scope-1," $5,555.00 ",930092545,0,MR,425,,,,,,,,,,,,
vendor 1042,Jan,2023,6101235217,2023-01-31,283003," $15,950.00 ",SDS9090406,Project-349 -  CRM System - Scope-1, $605.00 ,171193,0,TZN,426,,,,,,,,,,,,
vendor 1042,Jan,2023,6101235217,2023-01-31,283003," $15,950.00 ",SDS9090267,Project-251-Survey Monkey Tool - Scope-1," $8,910.00 ",930086695,0,DRLL,427,,,,,,,,,,,,
vendor 1042,Jan,2023,6101235217,2023-01-31,283003," $15,950.00 ",SDS9090430,Project-314 - ePledge - Scope-1, $220.00 ,215133,311107463,MR,428,,,,,,,,,,,,
vendor 1042,Jan,2023,6101235217,2023-01-31,283003," $15,950.00 ",SDS9090422,Project-374 - GenTax RBC Certificate Updage - Scope-1, $660.00 ,195285,0,SKJ,429,,,,,,,,,,,,
vendor 1042,Feb,2023,6101235217,2023-02-28,286098," $15,152.00 ",SDS9090407,Project-372-Crown Land Registry System Merger - Scope-1," $6,737.50 ",930092545,0,MR,430,,,,,,,,,,,,
vendor 1042,Feb,2023,6101235217,2023-02-28,286098," $15,152.00 ",SDS9090406,Project-349 -  CRM System - Scope-1," $2,200.00 ",171193,0,TZN,431,,,,,,,,,,,,
vendor 1042,Feb,2023,6101235217,2023-02-28,286098," $15,152.00 ",SDS9090267,Project-251-Survey Monkey Tool - Scope-1," $5,307.50 ",930086695,0,DRLL,432,,,,,,,,,,,,
vendor 1042,Feb,2023,6101235217,2023-02-28,286098," $15,152.00 ",SDS9090430,Project-314 - ePledge - Scope-1, $907.50 ,215133,311107463,MR,433,,,,,,,,,,,,
vendor 1042,Mar,2023,6101235217,2023-03-31,286636," $18,342.50 ",SDS9090407,Project-372-Crown Land Registry System Merger - Scope-1," $2,695.00 ",930092545,0,MR,434,,,,,,,,,,,,
vendor 1042,Mar,2023,6101235217,2023-03-31,286636," $18,342.50 ",SDS9090406,Project-349 -  CRM System - Scope-1, $82.50 ,171193,0,TZN,435,,,,,,,,,,,,
vendor 1042,Mar,2023,6101235217,2023-03-31,286636," $18,342.50 ",SDS9090267,Project-251-Survey Monkey Tool - Scope-1," $13,200.00 ",930086695,0,DRLL,436,,,,,,,,,,,,
vendor 1042,Mar,2023,6101235217,2023-03-31,286636," $18,342.50 ",SDS9090430,Project-314 - ePledge - Scope-1," $2,365.00 ",215133,311107463,MR,437,,,,,,,,,,,,
vendor 1036,Mar,2023,6101240848,2023-03-31,446," $23,178.25 ",SDS9089423,Corporate Legal Billing System ," $9,382.50 ",100012912,311107265,SKJ,438,,,,,,,,,,,,
vendor 1036,Mar,2023,6101240848,2023-03-31,446," $23,178.25 ",SDS9089160,Grants Portal - 0," $11,467.50 ",215347,311107269,MR,439,,,,,,,,,,,,
vendor 1036,Mar,2023,6101240848,2023-03-31,446," $23,178.25 ",SDS9084483,Portable Benefit Form - XY11351, $278.00 ,205697,311107169,TT,440,,,,,,,,,,,,
vendor 1036,Mar,2023,6101240848,2023-03-31,446," $23,178.25 ",SDS9090401,Project-310 - PHIMS Project - Scope-1," $2,050.25 ",171318,941192877,TTB,441,,,,,,,,,,,,
vendor 1012,Mar,2023,6101235206,2023-03-31,391," $16,248.75 ",SDS9090311,Project-265 - Fishery Management System - Scope-1," $6,037.50 ",171293,941192081,DRLL,442,,,,,,,,,,,,
vendor 1012,Mar,2023,6101235206,2023-03-31,391," $16,248.75 ",SDS9090450,Project-1020 - Student-Aid Backend Integration Project - Implementation," $7,665.00 ",140548,311107699,ZDT,443,,,,,,,,,,,,
vendor 1012,Mar,2023,6101235206,2023-03-31,391," $16,248.75 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1," $2,546.25 ",171293,941192089,FLM,444,,,,,,,,,,,,
vendor 1005,Mar,2023,6101243024,2023-03-31,22.03.55," $22,645.00 ",SDS9090484,MGWIS," $22,645.00 ",,,,445,,,,,,,,,,,,
vendor 1005,Mar,2023,6101239382,2023-03-31,22.03.53," $22,511.25 ",RtQ090333,Cyber Risk Reduction ," $22,511.25 ",171225,411113962,TTB,446,,,,,,,,,,,,
vendor 1005,Mar,2023,6101244171,2023-03-31,22.03.36," $22,511.25 ",SDS9090363,Project-295 - eConsent," $22,511.25 ",171225,411113663,TZN,447,,,,,,,,,,,,
vendor 1005,Mar,2023,6101243826,2023-03-31,22.03.27," $20,843.75 ",RtQ090054,Microsoft 365  (Project-193)," $20,843.75 ",171225,941188172,TTB,448,,,,,,,,,,,,
vendor 1041,Mar,2023,6101234348,2023-03-31,2896," $26,346.50 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $26,346.50 ",171318,941192357,TTB,449,,,,,,,,,,,,
vendor 1043,Jan,2023,6101240894,2023-01-31,MX08963307A," $13,398.00 ",SDS9090292,Project-259 - Demand Planning using SRV Now - Scope-1," $1,386.00 ",165155,311107444,FVN,450,,,,,,,,,,,,
vendor 1043,Jan,2023,6101240894,2023-01-31,MX08963307A," $13,398.00 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $4,851.00 ",0,0,DRLL,451,,,,,,,,,,,,
vendor 1043,Jan,2023,6101240894,2023-01-31,MX08963307A," $13,398.00 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $3,432.00 ",111173,311107266,DRLL,452,,,,,,,,,,,,
vendor 1043,Jan,2023,6101240894,2023-01-31,MX08963307A," $13,398.00 ",SDS9090309,Project-266 - Decision Support System for Animal Emergencies - Scope-1," $3,729.00 ",171293,941192083,DRLL,453,,,,,,,,,,,,
vendor 1043,Feb,2023,6101240894,2023-02-28,MX08963308A," $18,183.00 ",SDS9090292,Project-259 - Demand Planning using SRV Now - Scope-1," $1,980.00 ",165155,311107444,FVN,454,,,,,,,,,,,,
vendor 1043,Feb,2023,6101240894,2023-02-28,MX08963308A," $18,183.00 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $6,237.00 ",0,0,DRLL,455,,,,,,,,,,,,
vendor 1043,Feb,2023,6101240894,2023-02-28,MX08963308A," $18,183.00 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $4,884.00 ",111173,311107266,DRLL,456,,,,,,,,,,,,
vendor 1043,Feb,2023,6101240894,2023-02-28,MX08963308A," $18,183.00 ",SDS9090309,Project-266 - Decision Support System for Animal Emergencies - Scope-1," $5,082.00 ",171293,941192083,DRLL,457,,,,,,,,,,,,
vendor 1043,Mar,2023,6101240894,2023-03-31,MAR22NAUMAN," $23,111.55 ",SDS9090292,Project-259 - Demand Planning using SRV Now - Scope-1," $1,221.00 ",165155,311107444,FVN,458,,,,,,,,,,,,
vendor 1043,Mar,2023,6101240894,2023-03-31,MAR22NAUMAN," $23,111.55 ",SDS9090374,Project-297 - Appointment Scheduling/ Booking - Scope-1," $6,369.00 ",0,0,DRLL,459,,,,,,,,,,,,
vendor 1043,Mar,2023,6101240894,2023-03-31,MAR22NAUMAN," $23,111.55 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $6,369.00 ",111173,311107266,DRLL,460,,,,,,,,,,,,
vendor 1043,Mar,2023,6101240894,2023-03-31,MAR22NAUMAN," $23,111.55 ",SDS9090309,Project-266 - Decision Support System for Animal Emergencies - Scope-1," $5,874.00 ",171293,941192083,DRLL,461,,,,,,,,,,,,
vendor 1043,Mar,2023,6101240894,2023-03-31,MAR22NAUMAN," $23,111.55 ",SDS9090320,Project-276 - PGT Trust Accounting System Replacement," $2,178.00 ",171293,941192096,SKJ,462,,,,,,,,,,,,
vendor 1005,Mar,2023,6101248698,2023-03-31,22.03.54," $14,463.75 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $1,377.50 ",171318,941192701,TTB,463,,,,,,,,,,,,
vendor 1005,Mar,2023,6101222275,2023-03-31,22.03.54," $14,463.75 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $13,086.25 ",171318,941192701,TTB,464,,,,,,,,,,,,
vendor 1042,Mar,2023,6101248371,2023-03-31,286635," $8,651.50 ",SDS9090472,Project-1030 - HSIF Company Code Merge to MBPG - Implementation," $2,323.75 ",3650690,311107610,FVN,465,,,,,,,,,,,,
vendor 1042,Mar,2023,6101248371,2023-03-31,286635," $8,651.50 ",SDS9090455,Project-1023 - HOMS Linux Upgrade - Scope-1," $2,180.75 ",175521,311107704,HSLL,466,,,,,,,,,,,,
vendor 1042,Mar,2023,6101248371,2023-03-31,286635," $8,651.50 ",SDS9090452,Project-1022 - CYS PurelyHR SSO - Implementation," $1,751.75 ",163124,311107703,FLM,467,,,,,,,,,,,,
vendor 1042,Mar,2023,6101248371,2023-03-31,286635," $8,651.50 ",SDS9090464,Project-1025 - Companies Online 2008 SQL Server and Windows OS Upgrade - Implementation," $2,395.25 ",181243,311107705,MV,468,,,,,,,,,,,,
vendor 1042,Feb,2023,6101222409,2023-02-28,286092," $19,756.25 ",RtQ090333,Cyber Risk Reduction ," $6,177.00 ",171225,411113962,TTB,469,,,,,,,,,,,,
vendor 1042,Feb,2023,6101222409,2023-02-28,286092," $19,756.25 ",RtQ090054,Microsoft 365  (Project-193)," $4,118.00 ",171225,941188172,TTB,470,,,,,,,,,,,,
vendor 1042,Feb,2023,6101243147,2023-02-28,286092," $19,756.25 ",RtQ090333,Cyber Risk Reduction ," $8,410.00 ",171225,411113962,TTB,471,,,,,,,,,,,,
vendor 1042,Feb,2023,6101243147,2023-02-28,286092," $19,756.25 ",RtQ090054,Microsoft 365  (Project-193)," $1,051.25 ",171225,941188172,TTB,472,,,,,,,,,,,,
vendor 1042,Mar,2023,6101243147,2023-03-31,286629," $23,127.50 ",RtQ090333,Cyber Risk Reduction ," $11,563.75 ",171225,411113962,TTB,473,,,,,,,,,,,,
vendor 1042,Mar,2023,6101243147,2023-03-31,286629," $23,127.50 ",RtQ090054,Microsoft 365  (Project-193)," $11,563.75 ",171225,941188172,TTB,474,,,,,,,,,,,,
vendor 1041,Mar,2023,6101225192,2023-03-31,2898," $15,863.75 ",RtQ090333,Cyber Risk Reduction ," $13,366.25 ",171225,411113962,TTB,475,,,,,,,,,,,,
vendor 1041,Mar,2023,6101225192,2023-03-31,2898," $15,863.75 ",RtQ090054,Microsoft 365  (Project-193)," $2,497.50 ",171225,941188172,TTB,476,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9090220,TTS Small Enhancements," $2,127.50 ",195113,311107090,SKJ,477,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9090263,Project-248-Inmate Trust Accounting System Replacement - Scope-1," $3,392.50 ",195344,311107507,SKJ,478,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9089258,TCF122 - Collections - Scope-1," $1,840.00 ",100012702,311107164,SKJ,479,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9090211,Microsoft 365 Project - Phase 2 (Project-202)," $3,047.50 ",165155,311107058,FVN,480,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9090435,Project-375 - Upgrade Justice Online Payment - Scope-1," $3,507.50 ",,,,481,,,,,,,,,,,,
vendor 1041,Feb,2023,6101228074,2023-03-20,2888," $15,841.25 ",SDS9090320,Project-276 - PGT Trust Accounting System Replacement," $1,926.25 ",171293,941192096,SKJ,482,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9090220,TTS Small Enhancements," $2,213.75 ",195113,311107090,SKJ,483,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9090263,Project-248-Inmate Trust Accounting System Replacement - Scope-1," $3,967.50 ",195344,311107507,SKJ,484,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9089258,TCF122 - Collections - Scope-1," $2,645.00 ",100012702,311107164,SKJ,485,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9090211,Microsoft 365 Project - Phase 2 (Project-202)," $3,737.50 ",165155,311107058,FVN,486,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9090435,Project-375 - Upgrade Justice Online Payment - Scope-1," $5,060.00 ",,,,487,,,,,,,,,,,,
vendor 1041,Mar,2023,6101228074,2023-03-31,2889," $19,176.25 ",SDS9090320,Project-276 - PGT Trust Accounting System Replacement," $1,552.50 ",171293,941192096,SKJ,488,,,,,,,,,,,,
vendor 1030,Mar,2023,6101247853,2023-03-31,474," $15,225.00 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $1,450.00 ",171318,941192701,TTB,489,,,,,,,,,,,,
vendor 1030,Mar,2023,6101222276,2023-03-31,474," $15,225.00 ",RtQ080621,PRISM Phase 1 Implementation Project - Project242," $13,775.00 ",171318,941192701,TTB,490,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231072,2023-03-31,2890," $21,315.00 ",RtQ090333,Cyber Risk Reduction ," $3,675.00 ",171225,411113962,TTB,491,,,,,,,,,,,,
vendor 1041,Mar,2023,6101231072,2023-03-31,2890," $21,315.00 ",RtQ080641,Energy Small Enhancements," $17,640.00 ",171318,941192584,TTB,492,,,,,,,,,,,,
vendor 1005,Mar,2023,6101241575,2023-03-31,22.03.114," $2,501.25 ",SDS9090406,Project-349 -  CRM System - Scope-1, $690.00 ,171193,0,TZN,493,,,,,,,,,,,,
vendor 1005,Mar,2023,6101241575,2023-03-31,22.03.114," $2,501.25 ",SDS9090267,Project-251-Survey Monkey Tool - Scope-1," $1,121.25 ",930086695,0,DRLL,494,,,,,,,,,,,,
vendor 1005,Mar,2023,6101241575,2023-03-31,22.03.114," $2,501.25 ",SDS9090404,Project-371- Justice - IT Transformation Roadmap - LITE -Scope-1, $690.00 ,171236,0,TZN,495,,,,,,,,,,,,
vendor 1005,Mar,2023,6101243096,2023-03-31,22.03.39," $15,007.50 ",SDS9090355,Project-292-Traffic Management System - Implementation," $15,007.50 ",140010,311107403,ZDK,496,,,,,,,,,,,,
