Vendor,Month,Year,PO#,Invoice Date,Invoice#, total Invoice Amt ,TRS,Project, Amount ,Cost Centre,Order#,Dept
vendor 1033,Mar,2021,4501201377,2021-03-31,2277," $19,814.25 ",SDS7089357,TCF134 - Robotic Process Automation DI," $5,890.50 ",214347,930091955,FIN
vendor 1033,Mar,2021,4501177362,2021-03-31,2288," $24,064.00 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $24,064.00 ",171318,930092469,BTT
vendor 1033,Mar,2021,4501200118,2021-03-31,2290," $19,843.25 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $11,602.50 ",171225,930088172,BTT
vendor 1033,Mar,2021,4501200118,2021-03-31,2290," $19,843.25 ",SDS7090226,2021 - Special 1 - PDO-236," $8,240.75 ",171318,930092498,BTT
vendor 1042,Apr,2021,4501201385,2021-05-10,2298," $17,400.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $5,940.00 ",171225,930088172,BTT
vendor 1042,Apr,2021,4501201385,2021-05-10,2298," $17,400.00 ",SDS7089878,Oracle Reporting System Replacement Scoping (PDO-122)," $1,140.00 ",171318,300007200,EDT
vendor 1042,Apr,2021,4501201385,2021-05-10,2298," $17,400.00 ",SDS7090105,Courts Video Conferencing Enhancements - Scoping (PDO-203)," $5,520.00 ",195403,300007217,JUS
vendor 1042,Apr,2021,4501201385,2021-05-10,2298," $17,400.00 ",SDS7089160,Grants Portal - Scoping," $4,800.00 ",215347,300007269,MR
vendor 1042,Apr,2021,4501182972,2021-05-10,2299," $13,775.00 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $13,775.00 ",171318,930084306,BTT
vendor 1042,Apr,2021,4501200191,2021-05-10,2302," $23,523.75 ",CIO7089502,Project Delivery Process," $23,523.75 ",171318,930092357,BTT
vendor 1042,Apr,2021,4501172574,2021-05-10,2304," $10,875.00 ",CIO7080621,Procurement - Services," $10,875.00 ",171318,930092701,BTT
vendor 1033,Mar,2021,4501201354,2021-03-31,2305," $18,509.25 ",SDS7089753,AGR - Replace VetLab, $111.00 ,111508,300007186,AGR
vendor 1033,Mar,2021,4501201354,2021-03-31,2305," $18,509.25 ",SDS7090153,Archaeological Database and Records - PDO-218," $5,994.00 ",135072,300007233,SCH
vendor 1033,Mar,2021,4501201354,2021-03-31,2305," $18,509.25 ",SDS7089762,JUS – TIF Import Docs into PRISM (PDO-055), $888.00 ,171318,300007191,JUS
vendor 1033,Mar,2021,4501201354,2021-03-31,2305," $18,509.25 ",SDS7088861,Windows 10 Project Admin," $11,516.25 ",171318,930092282,ENT
vendor 1042,Apr,2021,4501206900,2021-05-10,2307," $16,675.00 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222," $3,277.50 ",171194,300007279,FIN
vendor 1042,Apr,2021,4501206900,2021-05-10,2307," $16,675.00 ",SDS7090289,PDO-259 - Demand Planning using Service Now - Scoping," $1,293.75 ",171195,930091575,CEN
vendor 1042,Apr,2021,4501206900,2021-05-10,2307," $16,675.00 ",SDS7090192,Mobile Assessment Interface - PDO-229," $6,727.50 ",215122,300004241,MR
vendor 1042,Apr,2021,4501206900,2021-05-10,2307," $16,675.00 ",SDS7089160,Grants Portal - Scoping," $3,335.00 ",215347,300007269,MR
vendor 1042,Apr,2021,4501206900,2021-05-10,2307," $16,675.00 ",SDS7090191,Student Records Management System - PDO-228," $2,041.25 ",215748,300007509,MR
vendor 1042,Apr,2021,4501186291,2021-05-10,2315," $14,210.00 ",SDS7089920,LEG - Data Center Migration," $12,078.50 ",171225,100013089,LEG
vendor 1042,Apr,2021,4501186291,2021-05-10,2315," $14,210.00 ",SOM7081511,FIN - I - Hosting Services," $2,131.50 ",171318,930092437,FIN
vendor 1042,Apr,2021,4501209283,2021-05-10,2319," $18,125.00 ",SDS7090210,Network Modernization Implementation  - PDO-232," $12,500.00 ",171205,100014100,BTT
vendor 1042,Apr,2021,4501209283,2021-05-10,2319," $18,125.00 ",SDS7089920,LEG - Data Center Migration," $5,625.00 ",171225,100013089,LEG
vendor 1042,Apr,2021,4501207390,2021-05-10,2322," $19,580.00 ",SDS7090226,2021 - Special 1 - PDO-236," $19,580.00 ",171318,930092498,BTT
vendor 1042,Apr,2021,4501209294,2021-05-10,2323," $27,550.00 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $27,550.00 ",171318,930084306,BTT
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7089258,TCF122 Collections - D&I," $8,423.75 ",171318,300007164,JUS
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7090199,Smartsheet Restricted Data, $287.50 ,171318,930092585,FIN
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7090017,Student Level Data Initiative - Scoping (PDO-197)," $4,226.25 ",190392,300007206,EDT
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7090220,Update Inmate Phones File Transfer - PDO-234," $1,610.00 ",195113,300007090,JUS
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7090263,PDO-249-Maximizer Upgrade UAT and PRD Environments, $201.25 ,195344,300007507,JUS
vendor 1042,Apr,2021,4501196846,2021-05-25,2333," $16,675.00 ",SDS7087157,PNP-125073-Enhancement 1.0.30," $1,351.25 ",250227,300007069,BTT
vendor 1042,Apr,2021,4501200258,2021-05-25,2334," $22,594.00 ",CIO7089502,Project Delivery Process," $22,594.00 ",171318,930092357,BTT
vendor 1042,May,2021,4501200191,2021-06-10,2340," $22,882.50 ",CIO7089502,Project Delivery Process," $22,882.50 ",171318,930092357,BTT
vendor 1042,May,2021,4501201385,2021-06-14,2344," $18,660.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $6,720.00 ",171225,930088172,BTT
vendor 1042,May,2021,4501201385,2021-06-14,2344," $18,660.00 ",SDS7090105,Courts Video Conferencing Enhancements - Scoping (PDO-203)," $6,180.00 ",195403,300007217,JUS
vendor 1042,May,2021,4501201385,2021-06-14,2344," $18,660.00 ",SDS7089160,Grants Portal - Scoping," $5,760.00 ",215347,300007269,MR
vendor 1042,May,2021,4501172574,2021-06-15,2353," $10,875.00 ",CIO7080621,Procurement - Services," $10,875.00 ",171318,930092701,BTT
vendor 1042,May,2021,4501206900,2021-06-15,2357," $16,330.00 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222," $2,213.75 ",171194,300007279,FIN
vendor 1042,May,2021,4501206900,2021-06-15,2357," $16,330.00 ",SDS7090289,PDO-259 - Demand Planning using Service Now - Scoping, $115.00 ,171195,930091575,CEN
vendor 1042,May,2021,4501206900,2021-06-15,2357," $16,330.00 ",SDS7090192,Mobile Assessment Interface - PDO-229," $10,350.00 ",215122,300004241,MR
vendor 1042,May,2021,4501206900,2021-06-15,2357," $16,330.00 ",SDS7089160,Grants Portal - Scoping," $3,421.25 ",215347,300007269,MR
vendor 1042,May,2021,4501206900,2021-06-15,2357," $16,330.00 ",SDS7090191,Student Records Management System - PDO-228, $230.00 ,215748,300007509,MR
vendor 1042,May,2021,4501209283,2021-06-15,2363," $18,125.00 ",SDS7090210,Network Modernization Implementation  - PDO-232," $12,500.00 ",171205,100014100,BTT
vendor 1042,May,2021,4501209283,2021-06-15,2363," $18,125.00 ",SDS7089920,LEG - Data Center Migration," $5,625.00 ",171225,100013089,LEG
vendor 1042,May,2021,4501207390,2021-06-15,2366," $19,030.00 ",SDS7090226,2021 - Special 1 - PDO-236," $19,030.00 ",171318,930092498,BTT
vendor 1042,May,2021,4501182972,2021-06-15,2367," $13,775.00 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $13,775.00 ",171318,930084306,BTT
vendor 1042,Oct,2021,4501222455,2021-11-09,2368," $14,500.00 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $14,500.00 ",171318,930092469,BTT
vendor 1042,May,2021,4501209294,2021-06-15,2369," $27,550.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $27,550.00 ",171225,100013962,BTT
vendor 1042,May,2021,4501215292,2021-06-15,2371," $15,950.00 ",SDS7089920,LEG - Data Center Migration," $13,557.50 ",171225,100013089,LEG
vendor 1042,May,2021,4501215292,2021-06-15,2371," $15,950.00 ",SOM7081511,FIN - I - Hosting Services," $2,392.50 ",171318,930092437,FIN
vendor 1042,May,2021,4501215314,2021-06-23,2373," $26,172.50 ",CIO7087985,Audit & Risk Management - General," $26,172.50 ",171318,930092583,BTT
vendor 1042,May,2021,4501214155,2021-06-23,2377," $10,395.00 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $10,395.00 ",171318,930084306,BTT
vendor 1033,Apr,2021,4501209289,2021-04-30,2380," $18,343.75 ",SDS7090217,Management SAN Replacement," $9,156.25 ",171205,100013900,BTT
vendor 1033,Apr,2021,4501209289,2021-04-30,2380," $18,343.75 ",SDS7090216,RAZ San Replacement," $9,187.50 ",171205,100013901,CEN - AIR
vendor 1042,May,2021,4501200258,2021-06-23,2381," $20,619.00 ",CIO7089502,Project Delivery Process," $20,619.00 ",171318,930092357,BTT
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7089258,TCF122 Collections - D&I," $9,200.00 ",171318,300007164,JUS
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7090251,PDO-247-MB Child Care Search Tool - Scoping, $690.00 ,171318,300007502,FAM
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7090199,Smartsheet Restricted Data, $402.50 ,171318,930092585,FIN
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7090017,Student Level Data Initiative - Scoping (PDO-197)," $2,213.75 ",190392,300007206,EDT
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7090220,Update Inmate Phones File Transfer - PDO-234," $1,408.75 ",195113,300007090,JUS
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7090263,PDO-249-Maximizer Upgrade UAT and PRD Environments, $920.00 ,195344,300007507,JUS
vendor 1042,May,2021,4501196846,2021-06-07,2386," $16,675.00 ",SDS7087157,PNP-125073-Enhancement 1.0.30, $690.00 ,250227,300007069,BTT
vendor 1042,Jun,2021,4501209294,2021-07-08,2394," $30,305.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $5,510.00 ",171225,100013962,BTT
vendor 1042,Jun,2021,4501209294,2021-07-08,2394," $30,305.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $13,775.00 ",171225,930088172,BTT
vendor 1042,Jun,2021,4501209294,2021-07-08,2394," $30,305.00 ",SDS7089925,SIEM Tool Implementation," $4,132.50 ",171318,930092444,BTT
vendor 1042,Jun,2021,4501209294,2021-07-08,2394," $30,305.00 ",SDS7090226,2021 - Special 1 - PDO-236," $6,887.50 ",171318,930092498,BTT
vendor 1033,Apr,2021,4501209287,2021-04-30,2399," $18,873.50 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $4,857.50 ",171318,930092469,BTT
vendor 1033,Apr,2021,4501177362,2021-04-30,2399," $18,873.50 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $14,016.00 ",171318,930092469,BTT
vendor 1033,Apr,2021,4501200118,2021-04-30,2401," $20,230.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $3,510.50 ",171225,930088172,BTT
vendor 1033,Apr,2021,4501200118,2021-04-30,2401," $20,230.00 ",SDS7090226,2021 - Special 1 - PDO-236," $16,719.50 ",171318,930092498,BTT
vendor 1042,Jun,2021,4501209283,2021-07-10,2402," $19,937.50 ",SDS7090210,Network Modernization Implementation  - PDO-232," $8,875.00 ",171205,100014100,BTT
vendor 1042,Jun,2021,4501209283,2021-07-10,2402," $19,937.50 ",SDS7089920,LEG - Data Center Migration," $11,062.50 ",171225,100013089,LEG
vendor 1042,Jun,2021,4501182972,2021-07-11,2406," $15,152.50 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $15,152.50 ",171318,930084306,BTT
vendor 1033,Apr,2021,4501201377,2021-04-30,2407," $8,627.50 ",SDS7089357,TCF134 - Robotic Process Automation DI," $2,677.50 ",214347,930091955,FIN
vendor 1042,Jun,2021,4501206900,2021-07-11,2408," $15,611.25 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222, $115.00 ,171194,300007279,FIN
vendor 1042,Jun,2021,4501206900,2021-07-11,2408," $15,611.25 ",SDS7090192,Mobile Assessment Interface - PDO-229," $8,740.00 ",215122,300004241,MR
vendor 1042,Jun,2021,4501206900,2021-07-11,2408," $15,611.25 ",SDS7089160,Grants Portal - Scoping," $5,002.50 ",215347,300007269,MR
vendor 1042,Jun,2021,4501206900,2021-07-11,2408," $15,611.25 ",SDS7090191,Student Records Management System - PDO-228," $1,753.75 ",215748,300007509,MR
vendor 1042,Jun,2021,4501215314,2021-07-11,2410," $30,305.00 ",CIO7087985,Audit & Risk Management - General," $30,305.00 ",171318,930092583,BTT
vendor 1042,Jun,2021,4501200191,2021-07-11,2411," $23,760.00 ",CIO7089502,Project Delivery Process," $23,760.00 ",171318,930092357,BTT
vendor 1042,Jun,2021,4501201385,2021-07-11,2412," $19,050.00 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $8,190.00 ",171225,930088172,BTT
vendor 1042,Jun,2021,4501201385,2021-07-11,2412," $19,050.00 ",SDS7089878,Oracle Reporting System Replacement Scoping (PDO-122), $450.00 ,171318,300007200,EDT
vendor 1042,Jun,2021,4501201385,2021-07-11,2412," $19,050.00 ",SDS7090105,Courts Video Conferencing Enhancements - Scoping (PDO-203)," $10,230.00 ",195403,300007217,JUS
vendor 1042,Jun,2021,4501201385,2021-07-11,2412," $19,050.00 ",SDS7089160,Grants Portal - Scoping, $180.00 ,215347,300007269,MR
vendor 1042,Jun,2021,4501214155,2021-07-11,2413," $7,035.00 ",CIO7086192,0001-13-BTT Workplace Tech. Serv. Proj.," $7,035.00 ",171318,930084306,BTT
vendor 1042,Jun,2021,4501172574,2021-07-11,2416," $11,418.75 ",CIO7080621,Procurement - Services," $11,418.75 ",171318,930092701,BTT
vendor 1042,Jun,2021,4501215292,2021-07-11,2417," $17,545.00 ",SDS7089920,LEG - Data Center Migration," $14,905.00 ",171225,100013089,LEG
vendor 1042,Jun,2021,4501215292,2021-07-11,2417," $17,545.00 ",SOM7081511,FIN - I - Hosting Services," $2,640.00 ",171318,930092437,FIN
vendor 1042,Jun,2021,4501207390,2021-07-11,2418," $22,495.00 ",SDS7090226,2021 - Special 1 - PDO-236," $22,495.00 ",171318,930092498,BTT
vendor 1033,Apr,2021,4501201354,2021-04-30,2423," $16,095.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $3,579.75 ",111173,300007266,ARD
vendor 1033,Apr,2021,4501201354,2021-04-30,2423," $16,095.00 ",SDS7089753,AGR - Replace VetLab," $1,970.25 ",111508,300007186,AGR
vendor 1033,Apr,2021,4501201354,2021-04-30,2423," $16,095.00 ",SDS7090153,Archaeological Database and Records - PDO-218," $9,435.00 ",135072,300007233,SCH
vendor 1033,Apr,2021,4501201354,2021-04-30,2423," $16,095.00 ",SDS7090239,PRISM Phase 1 Implementation Project - PDO242, $444.00 ,171194,300007261,JUS
vendor 1033,Apr,2021,4501201354,2021-04-30,2423," $16,095.00 ",SDS7089762,JUS – TIF Import Docs into PRISM (PDO-055), $666.00 ,171318,300007191,JUS
vendor 1042,Jun,2021,4501219235,2021-07-13,2427," $14,761.25 ",CIO7080641,Enterprise Architecture," $14,761.25 ",171318,930092584,BTT
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7089258,TCF122 Collections - D&I," $10,608.75 ",171318,300007164,JUS
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7090251,PDO-247-MB Child Care Search Tool - Scoping, $230.00 ,171318,300007502,FAM
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7090199,Smartsheet Restricted Data, $546.25 ,171318,930092585,FIN
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7090017,Student Level Data Initiative - Scoping (PDO-197)," $3,795.00 ",190392,300007206,EDT
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7090220,Update Inmate Phones File Transfer - PDO-234, $805.00 ,195113,300007090,JUS
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7090263,PDO-249-Maximizer Upgrade UAT and PRD Environments," $1,380.00 ",195344,300007507,JUS
vendor 1042,Jun,2021,4501196846,2021-07-26,2435," $18,342.50 ",SDS7087157,PNP-125073-Enhancement 1.0.30, $776.25 ,250227,300007069,BTT
vendor 1042,Jun,2021,4501200258,2021-07-06,2436," $25,201.00 ",CIO7089502,Project Delivery Process," $25,201.00 ",171318,930092357,BTT
vendor 1042,Jul,2021,4501172574,2021-08-08,2454," $11,418.75 ",CIO7080621,Procurement - Services," $11,418.75 ",171318,930092701,BTT
vendor 1042,Jul,2021,4501200191,2021-08-09,2456," $23,017.50 ",CIO7089502,Project Delivery Process," $23,017.50 ",171318,930092357,BTT
vendor 1042,Jul,2021,4501182972,2021-08-09,2457," $14,463.75 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $14,463.75 ",171318,930092469,BTT
vendor 1042,Jul,2021,4501222450,2021-08-09,2460," $11,531.25 ",SDS7089648,QE 2941 - Courts Modernization Implementation," $11,531.25 ",171194,300007183,JUS
vendor 1042,Jul,2021,4501219235,2021-08-09,2461," $36,260.00 ",CIO7080641,Enterprise Architecture," $36,260.00 ",171318,930092584,BTT
vendor 1042,Jul,2021,4501222423,2021-08-09,2462," $14,137.50 ",SDS7090345,SPD - Application Optimization," $14,137.50 ",171318,930092720,BTT
vendor 1042,Jul,2021,4501201385,2021-08-09,2465," $16,410.00 ",SDS7089877,Treasury Management System Scoping (PDO-172)," $4,800.00 ",165039,300007504,FIN
vendor 1042,Jul,2021,4501201385,2021-08-09,2465," $16,410.00 ",SDS7090012,MB Scholarship and Bursaries Initiative - Scoping (PDO-184)," $6,570.00 ",171193,300007204,EDT
vendor 1042,Jul,2021,4501201385,2021-08-09,2465," $16,410.00 ",SDS7090105,Courts Video Conferencing Enhancements - Scoping (PDO-203)," $5,040.00 ",195403,300007217,JUS
vendor 1042,Jul,2021,4501206900,2021-08-09,2471," $14,317.50 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222," $2,357.50 ",171194,300007279,FIN
vendor 1042,Jul,2021,4501206900,2021-08-09,2471," $14,317.50 ",SDS7090192,Mobile Assessment Interface - PDO-229," $6,008.75 ",215122,300004241,MR
vendor 1042,Jul,2021,4501206900,2021-08-09,2471," $14,317.50 ",SDS7089160,Grants Portal - Scoping," $2,098.75 ",215347,300007269,MR
vendor 1042,Jul,2021,4501206900,2021-08-09,2471," $14,317.50 ",SDS7090191,Student Records Management System - PDO-228," $3,852.50 ",215748,300007509,MR
vendor 1042,Jul,2021,4501207390,2021-08-09,2472," $21,367.50 ",SDS7090226,2021 - Special 1 - PDO-236," $21,367.50 ",171318,930092498,BTT
vendor 1042,Jul,2021,4501215292,2021-08-09,2474," $11,962.50 ",SDS7089920,LEG - Data Center Migration," $9,927.50 ",171225,100013089,LEG
vendor 1042,Jul,2021,4501215292,2021-08-09,2474," $11,962.50 ",SOM7081511,FIN - I - Hosting Services," $2,035.00 ",171318,930092437,FIN
vendor 1042,Jul,2021,4501209294,2021-08-09,2478," $28,927.50 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $5,510.00 ",171225,100013962,BTT
vendor 1042,Jul,2021,4501209294,2021-08-09,2478," $28,927.50 ",SDS7090226,2021 - Special 1 - PDO-236," $23,417.50 ",171318,930092498,BTT
vendor 1042,Jul,2021,4501215314,2021-08-09,2479," $28,927.50 ",CIO7087985,Audit & Risk Management - General," $28,927.50 ",171318,930092583,BTT
vendor 1042,Jul,2021,4501209283,2021-08-09,2480," $14,500.00 ",SDS7090210,Network Modernization Implementation  - PDO-232," $8,437.50 ",171205,100014100,BTT
vendor 1042,Jul,2021,4501209283,2021-08-09,2480," $14,500.00 ",SDS7089920,LEG - Data Center Migration," $6,062.50 ",171225,100013089,LEG
vendor 1033,May,2021,4501209289,2021-05-31,2482," $17,218.75 ",SDS7090217,Management SAN Replacement," $8,531.25 ",171205,100013900,BTT
vendor 1033,May,2021,4501209289,2021-05-31,2482," $17,218.75 ",SDS7090216,RAZ San Replacement," $8,687.50 ",171205,100013901,CEN - AIR
vendor 1033,May,2021,4501209287,2021-05-31,2502," $19,430.00 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $19,430.00 ",171318,930092469,BTT
vendor 1033,May,2021,4501200118,2021-06-01,2504," $20,497.75 ",CIO7090054,Microsoft 365 Project - Phase 2 (PDO-202)," $1,487.50 ",171225,930088172,BTT
vendor 1033,May,2021,4501200118,2021-06-01,2504," $20,497.75 ",SDS7090226,2021 - Special 1 - PDO-236," $19,010.25 ",171318,930092498,BTT
vendor 1042,Aug,2021,4501209294,2021-09-07,2525," $24,225.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $12,397.50 ",171225,100013962,BTT
vendor 1042,Aug,2021,4501209294,2021-09-07,2525," $24,225.00 ",SDS7089925,SIEM Tool Implementation," $2,612.50 ",171318,930092444,BTT
vendor 1042,Aug,2021,4501209294,2021-09-07,2525," $24,225.00 ",SDS7090226,2021 - Special 1 - PDO-236," $9,215.00 ",171318,930092498,BTT
vendor 1033,May,2021,4501215690,2021-05-31,2532," $16,095.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $2,525.25 ",111173,300007266,ARD
vendor 1033,May,2021,4501201354,2021-05-31,2532," $16,095.00 ",SDS7090215,Taxes and Royalty Calculator-PDO-233," $4,329.00 ",111173,300007266,ARD
vendor 1033,May,2021,4501201354,2021-05-31,2532," $16,095.00 ",SDS7089753,AGR - Replace VetLab, $166.50 ,111508,300007186,AGR
vendor 1033,May,2021,4501215690,2021-05-31,2532," $16,095.00 ",SDS7089753,AGR - Replace VetLab, $222.00 ,111508,300007186,AGR
vendor 1033,May,2021,4501201354,2021-05-31,2532," $16,095.00 ",SDS7090153,Archaeological Database and Records - PDO-218," $3,385.50 ",135072,300007233,SCH
vendor 1033,May,2021,4501215690,2021-05-31,2532," $16,095.00 ",SDS7090153,Archaeological Database and Records - PDO-218," $3,857.25 ",135072,300007233,SCH
vendor 1033,May,2021,4501201354,2021-05-31,2532," $16,095.00 ",SDS7089762,JUS – TIF Import Docs into PRISM (PDO-055), $222.00 ,171318,300007191,JUS
vendor 1033,May,2021,4501215690,2021-05-31,2532," $16,095.00 ",SDS7089762,JUS – TIF Import Docs into PRISM (PDO-055), $222.00 ,171318,300007191,JUS
vendor 1033,May,2021,4501215690,2021-05-31,2532," $16,095.00 ",CON7089874,Pandemic Planning, $416.25 ,171318,930092402,BTT
vendor 1033,May,2021,4501201354,2021-05-31,2532," $16,095.00 ",CON7089874,Pandemic Planning, $749.25 ,171318,930092402,BTT
vendor 1042,Aug,2021,4501223619,2021-10-09,2538," $12,757.50 ",SDS7090361,IT Hardware Project," $12,757.50 ",171318,0,BTT
vendor 1042,Aug,2021,4501214155,2021-09-10,2540," $7,665.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $7,665.00 ",171225,100013962,BTT
vendor 1042,Aug,2021,4501225192,2021-09-10,2541," $14,430.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $14,430.00 ",171225,100013962,BTT
vendor 1042,Aug,2021,4501200258,2021-09-27,2546," $24,055.50 ",CIO7089502,Project Delivery Process," $24,055.50 ",171318,930092357,BTT
vendor 1042,Aug,2021,4501196846,2021-09-29,2547," $14,748.75 ",SDS7089258,TCF122 Collections - D&I," $9,545.00 ",171318,300007164,JUS
vendor 1042,Aug,2021,4501196846,2021-09-29,2547," $14,748.75 ",SDS7090017,Student Level Data Initiative - Scoping (PDO-197)," $3,938.75 ",190392,300007206,EDT
vendor 1042,Aug,2021,4501196846,2021-09-29,2547," $14,748.75 ",SDS7090220,Update Inmate Phones File Transfer - PDO-234, $115.00 ,195113,300007090,JUS
vendor 1042,Aug,2021,4501196846,2021-09-29,2547," $14,748.75 ",SDS7090263,PDO-249-Maximizer Upgrade UAT and PRD Environments, $345.00 ,195344,300007507,JUS
vendor 1042,Aug,2021,4501196846,2021-09-29,2547," $14,748.75 ",SDS7087157,PNP-125073-Enhancement 1.0.30, $115.00 ,250227,300007069,BTT
vendor 1042,Aug,2021,4501223621,2021-10-06,2548," $22,076.25 ",SDS7090317,PDO-274 -  inFACT Security Upgrade - Scoping," $6,851.25 ",171293,930092091,FAM
vendor 1042,Aug,2021,4501223621,2021-10-06,2548," $22,076.25 ",SDS7090314,PDO-272 - SAMIN Business Intelligence Application - Scoping," $7,612.50 ",171293,930092092,FAM
vendor 1042,Aug,2021,4501223621,2021-10-06,2548," $22,076.25 ",SDS7090319,PDO-275 - PGT SOA Accounting System Replacement - Scoping," $7,612.50 ",171293,930092093,FIN
vendor 1042,Sep,2021,4501201385,2021-10-09,2555," $10,260.00 ",SDS7089877,Treasury Management System Scoping (PDO-172)," $4,950.00 ",165039,300007504,FIN
vendor 1042,Sep,2021,4501201385,2021-10-09,2555," $10,260.00 ",SDS7090012,MB Scholarship and Bursaries Initiative - Scoping (PDO-184), $30.00 ,171193,300007204,EDT
vendor 1042,Sep,2021,4501201385,2021-10-09,2555," $10,260.00 ",SDS7090105,Courts Video Conferencing Enhancements - Scoping (PDO-203)," $5,280.00 ",195403,300007217,JUS
vendor 1042,Sep,2021,4501209283,2021-10-10,2558," $18,125.00 ",SDS7090210,Network Modernization Implementation  - PDO-232," $12,687.50 ",171205,100014100,BTT
vendor 1042,Sep,2021,4501209283,2021-10-10,2558," $18,125.00 ",SDS7089920,LEG - Data Center Migration," $5,437.50 ",171225,100013089,LEG
vendor 1042,Sep,2021,4501209294,2021-10-10,2560," $27,550.00 ",SDS7089648,QE 2941 - Courts Modernization Implementation," $7,267.50 ",171194,300007183,JUS
vendor 1042,Sep,2021,4501209294,2021-10-10,2560," $27,550.00 ",CIO7090333,Cyber Risk Reduction Program 2021-22," $2,755.00 ",171225,100013962,BTT
vendor 1042,Sep,2021,4501209294,2021-10-10,2560," $27,550.00 ",SDS7089925,SIEM Tool Implementation," $5,842.50 ",171318,930092444,BTT
vendor 1042,Sep,2021,4501209294,2021-10-10,2560," $27,550.00 ",SDS7090226,2021 - Special 1 - PDO-236," $10,307.50 ",171318,930092498,BTT
vendor 1042,Sep,2021,4501222450,2021-10-10,2565," $18,125.00 ",SDS7089648,QE 2941 - Courts Modernization Implementation," $18,125.00 ",171194,300007183,JUS
vendor 1042,Sep,2021,4501222423,2021-10-10,2566," $28,275.00 ",SDS7090345,SPD - Application Optimization," $28,275.00 ",171318,930092720,BTT
vendor 1042,Sep,2021,4501222455,2021-10-11,2569," $14,500.00 ",SDS7090093,RFSO Transition Project - D&I (PDO-214)," $14,500.00 ",171318,930092469,BTT
vendor 1042,Sep,2021,4501206900,2021-10-11,2572," $13,800.00 ",SDS7090173,Companies Online 2008 SQL Server and Win. OS Upgrade - PDO-222, $287.50 ,171194,300007279,FIN
vendor 1042,Sep,2021,4501206900,2021-10-11,2572," $13,800.00 ",SDS7090192,Mobile Assessment Interface - PDO-229," $2,875.00 ",215122,300004241,MR
vendor 1042,Sep,2021,4501206900,2021-10-11,2572," $13,800.00 ",SDS7089160,Grants Portal - Scoping," $5,980.00 ",215347,300007269,MR
